location,Ayutla de los Libres,Ayutla de los Libres
20200429T2300,7.145796,49.085617
20200430T0000,5.1544156,77.905235
20200430T0100,1.9386592,68.19859
20200430T0200,0.35999998,270.0
20200430T0300,1.0182338,315.0
20200430T0400,2.8799999,360.0
20200430T0500,4.68,360.0
20200430T0600,4.73506,8.74614
20200430T0700,4.0249224,26.565033
20200430T0800,6.0347,17.35402
20200430T0900,0.71999997,360.0
20200430T1000,7.4128532,209.05461
20200430T1100,11.770403,203.4287
20200430T1200,14.799459,198.43495
20200430T1300,17.727943,209.16762
20200430T1400,16.610792,209.8989
20200430T1500,17.068707,207.64598
20200430T1600,17.114204,202.24902
20200430T1700,17.418196,198.06047
20200430T1800,15.542662,193.3925
20200430T1900,12.429127,190.00798
20200430T2000,4.6938252,175.60129
20200430T2100,4.39436,124.99202
20200430T2200,3.6,89.99999
20200430T2300,3.219938,26.565033
20200501T0000,6.489992,3.1798248
20200501T0100,9.793058,17.102722
20200501T0200,9.255571,13.495728
20200501T0300,8.311245,4.9697266
20200501T0400,6.5693827,350.5377
20200501T0500,6.379216,343.61047
20200501T0600,6.489992,340.55997
20200501T0700,6.0347,342.646
20200501T0800,10.365251,20.323135
20200501T0900,4.896529,17.102722
20200501T1000,4.6102495,231.3402
20200501T1100,12.313894,217.87498
20200501T1200,13.281023,212.82855
20200501T1300,15.575981,213.69006
20200501T1400,17.782686,211.75949
20200501T1500,18.892282,210.96376
20200501T1600,17.447933,201.8014
20200501T1700,16.965895,197.2815
20200501T1800,16.327497,194.03624
20200501T1900,14.471821,185.71059
20200501T2000,8.64,180.0
20200501T2100,4.39436,145.00798
20200501T2200,3.2599385,96.34019
20200501T2300,1.9386592,68.19859
20200502T0000,1.2979984,56.30993
20200502T0100,2.0991426,59.036232
20200502T0200,2.9024127,60.25511
20200502T0300,2.3051248,51.34018
20200502T0400,1.4399999,360.0
20200502T0500,2.6208394,344.0546
20200502T0600,4.1046314,344.74487
20200502T0700,4.73506,351.25385
20200502T0800,5.8048253,29.744873
20200502T0900,1.1384199,288.43497
20200502T1000,6.792466,237.99463
20200502T1100,11.212135,227.60257
20200502T1200,12.984975,223.87671
20200502T1300,15.546833,222.18445
20200502T1400,17.31746,223.3153
20200502T1500,19.881649,222.06433
20200502T1600,19.406637,220.48601
20200502T1700,18.899143,220.36453
20200502T1800,15.9134655,217.64761
20200502T1900,11.435313,208.17859
20200502T2000,6.12,180.0
20200502T2100,3.9763298,95.19443
20200502T2200,5.1165614,50.7106
20200502T2300,4.68,360.0
20200503T0000,5.3517847,340.3462
20200503T0100,5.937272,345.96375
20200503T0200,5.771239,356.42368
20200503T0300,5.8603754,349.38034
20200503T0400,5.3517847,340.3462
20200503T0500,5.4833565,336.8014
20200503T0600,6.151683,339.44397
20200503T0700,6.379216,343.61047
20200503T0800,6.151683,339.44397
20200503T0900,6.193674,305.5377
20200503T1000,7.9932976,277.76517
20200503T1100,10.1376915,263.8845
20200503T1200,11.384199,251.56506
20200503T1300,14.88242,237.84772
20200503T1400,17.581125,227.48956
20200503T1500,21.897945,223.66779
20200503T1600,20.88,226.39719
20200503T1700,19.174856,230.33215
20200503T1800,15.629971,231.5463
20200503T1900,11.753876,229.96974
20200503T2000,5.991594,212.73523
20200503T2100,2.6208394,105.9454
20200503T2200,6.1094027,44.999985
20200503T2300,4.452954,14.03624
