location,Ayutla de los Libres,Ayutla de los Libres
20200424T0000,2.5455842,8.130096
20200424T0100,3.2599385,353.65985
20200424T0200,4.68,360.0
20200424T0300,5.2416787,344.0546
20200424T0400,5.154415,335.22485
20200424T0500,5.0142193,338.9625
20200424T0600,5.937272,345.96375
20200424T0700,6.489992,356.8202
20200424T0800,7.754637,21.801407
20200424T0900,1.9386592,338.1986
20200424T1000,7.072878,255.25644
20200424T1100,9.885262,236.88866
20200424T1200,10.948973,223.66779
20200424T1300,15.124284,218.23383
20200424T1400,18.374111,214.62416
20200424T1500,19.469976,213.69006
20200424T1600,18.171976,213.69006
20200424T1700,17.673029,213.36636
20200424T1800,14.480773,214.87534
20200424T1900,9.885262,213.11134
20200424T2000,8.647496,182.38594
20200424T2100,4.3349743,131.63353
20200424T2200,4.6938252,85.60129
20200424T2300,2.968636,75.96376
20200425T0000,2.1897945,80.537674
20200425T0100,4.0249224,26.565033
20200425T0200,4.73506,8.74614
20200425T0300,4.32,360.0
20200425T0400,3.7064266,330.94543
20200425T0500,4.6102495,321.3402
20200425T0600,5.937272,345.96375
20200425T0700,6.4799995,360.0
20200425T0800,1.484318,345.96375
20200425T0900,1.2979984,236.30994
20200425T1000,5.1165614,230.7106
20200425T1100,8.14587,225.0
20200425T1200,8.404285,226.73572
20200425T1300,11.966954,223.78113
20200425T1400,14.05845,219.80557
20200425T1500,15.876775,212.9694
20200425T1600,15.175612,202.30621
20200425T1700,14.458382,198.8861
20200425T1800,10.483357,195.9454
20200425T1900,8.473393,192.26477
20200425T2000,7.342588,168.69006
20200425T2100,7.145796,130.91438
20200425T2200,3.96,89.99999
20200425T2300,5.04,360.0
20200426T0000,6.4096174,38.157227
20200426T0100,6.6087217,29.357742
20200426T0200,2.52,360.0
20200426T0300,2.0991426,300.96378
20200426T0400,2.0364676,315.0
20200426T0500,3.2399998,360.0
20200426T0600,3.7585104,16.69925
20200426T0700,2.968636,14.03624
20200426T0800,5.4119864,3.8140564
20200426T0900,2.1897945,350.5377
20200426T1000,5.5887027,255.06857
20200426T1100,8.913181,223.36343
20200426T1200,11.113451,204.90477
20200426T1300,14.658676,204.67686
20200426T1400,14.8257065,209.05461
20200426T1500,15.696165,216.60707
20200426T1600,14.277983,213.69006
20200426T1700,15.2947035,206.56505
20200426T1800,12.522619,198.43495
20200426T1900,8.905908,194.03624
20200426T2000,3.219938,296.56506
20200426T2100,6.130579,356.63354
20200426T2200,7.69592,10.7842865
20200426T2300,7.208994,2.8624115
20200427T0000,4.3349743,355.23636
20200427T0100,3.096837,324.46234
20200427T0200,4.0249224,333.43497
20200427T0300,5.771239,356.42368
20200427T0400,7.5685663,357.2737
20200427T0500,9.007196,357.7094
20200427T0600,10.805999,358.09085
20200427T0700,11.879999,360.0
20200427T0800,11.165805,358.1524
20200427T0900,7.0911775,336.0375
20200427T1000,7.628263,289.29004
20200427T1100,9.659814,243.43495
20200427T1200,13.281023,212.82855
20200427T1300,17.782686,211.75949
20200427T1400,19.406637,220.48601
20200427T1500,18.335276,226.59114
20200427T1600,16.641972,231.14662
20200427T1700,16.135872,231.3402
20200427T1800,14.529915,228.01279
20200427T1900,12.738099,227.29062
20200427T2000,9.085988,213.69006
20200427T2100,3.9763298,174.80557
20200427T2200,4.3498964,65.55604
20200427T2300,6.6087217,29.357742
