location,Nueva Baja California,Nueva Baja California
20200428T1700,17.698677,265.33313
20200428T1800,7.072878,255.25644
20200428T1900,8.669949,265.23636
20200428T2000,8.647496,272.38596
20200428T2100,5.6920996,288.43497
20200428T2200,4.3349743,311.63354
20200428T2300,4.198285,329.03625
20200429T0000,4.0249224,333.43497
20200429T0100,4.0249224,333.43497
20200429T0200,3.2399998,360.0
20200429T0300,3.8939953,33.690063
20200429T0400,4.829907,63.43495
20200429T0500,5.4477882,82.40536
20200429T0600,1.08,89.99999
20200429T0700,4.802999,282.99463
20200429T0800,4.6800003,292.61987
20200429T0900,6.162207,276.70984
20200429T1000,7.208994,267.1376
20200429T1100,9.255571,256.50427
20200429T1200,11.165805,249.22775
20200429T1300,14.118243,250.641
20200429T1400,15.596767,251.14685
20200429T1500,18.511143,256.50427
20200429T1600,19.770523,259.50854
20200429T1700,20.06334,260.7067
20200429T1800,9.793058,252.89728
20200429T1900,9.531505,259.11447
20200429T2000,8.766573,250.82098
20200429T2100,5.315336,241.69925
20200429T2200,3.319036,220.6013
20200429T2300,2.6208394,195.9454
20200430T0000,3.2399998,180.0
20200430T0100,3.2599385,186.3402
20200430T0200,3.7585104,196.69925
20200430T0300,3.219938,206.56505
20200430T0400,2.4149535,206.56505
20200430T0500,1.484318,165.96376
20200430T0600,8.089993,249.14554
20200430T0700,4.829907,243.43495
20200430T0800,3.0758414,249.44395
20200430T0900,5.8603754,259.38034
20200430T1000,7.771331,256.6075
20200430T1100,10.931203,252.75854
20200430T1200,13.207634,252.55283
20200430T1300,16.394829,250.76932
20200430T1400,16.854767,250.0169
20200430T1500,18.720001,247.38014
20200430T1600,16.58346,242.8787
20200430T1700,16.485485,238.3925
20200430T1800,12.303366,249.44395
20200430T1900,11.165805,249.22775
20200430T2000,9.360001,247.38014
20200430T2100,6.151683,249.44395
20200430T2200,3.8773184,248.1986
20200430T2300,2.0991426,239.03624
20200501T0000,1.1384199,198.43495
20200501T0100,1.484318,194.03624
20200501T0200,1.5273507,225.0
20200501T0300,1.484318,255.96376
20200501T0400,1.1384199,288.43497
20200501T0500,1.484318,345.96375
20200501T0600,7.491114,305.2176
20200501T0700,6.8777895,312.8789
20200501T0800,5.3517847,317.72632
20200501T0900,7.42159,292.83368
20200501T1000,9.47012,278.74615
20200501T1100,12.964998,271.59113
20200501T1200,14.759999,270.0
20200501T1300,18.057508,265.4261
20200501T1400,20.929596,266.0548
20200501T1500,23.219301,262.875
20200501T1600,19.734436,255.20325
20200501T1700,17.992796,250.11484
20200501T1800,16.171976,253.17859
20200501T1900,14.799459,251.56506
20200501T2000,13.441071,249.62357
20200501T2100,10.587917,252.18112
20200501T2200,7.072878,255.25644
20200501T2300,5.04,270.0
20200502T0000,3.671294,281.30994
20200502T0100,3.5455887,293.9625
20200502T0200,4.39436,304.99203
20200502T0300,5.3517847,317.72632
20200502T0400,4.452954,345.96375
20200502T0500,4.1046314,15.255127
20200502T0600,9.3876505,274.3987
20200502T0700,7.5942073,275.44034
20200502T0800,5.0528407,274.08563
20200502T0900,8.64,270.0
20200502T1000,10.805999,268.09085
20200502T1100,13.32,270.0
20200502T1200,16.23596,273.8141
20200502T1300,19.09358,272.16107
20200502T1400,19.44,270.0
20200502T1500,21.316135,265.156
20200502T1600,21.077686,262.14667
20200502T1700,20.774214,261.02737
20200502T1800,15.379206,253.68616
20200502T1900,13.217443,240.64226
20200502T2000,11.983188,237.26477
20200502T2100,7.491114,234.78241
20200502T2200,4.8965297,216.02737
20200502T2300,3.7064266,209.05461
20200503T0000,3.396233,212.00539
20200503T0100,2.7416782,246.8014
20200503T0200,2.9024127,262.875
20200503T0300,2.968636,284.03625
20200503T0400,3.096837,305.5377
20200503T0500,3.319036,319.3987
20200503T0600,3.219938,333.43497
20200503T0700,3.0758414,339.44397
20200503T0800,0.0,180.0
20200503T0900,5.4477882,262.40536
20200503T1000,8.473393,257.73523
20200503T1100,11.367109,259.04596
20200503T1200,12.429127,259.992
20200503T1300,18.057508,265.4261
20200503T1400,19.201874,263.5412
20200503T1500,21.129885,261.17963
20200503T1600,19.914217,257.4712
20200503T1700,16.42247,243.99666
20200503T1800,13.18308,235.00798
20200503T1900,12.88981,234.09029
20200503T2000,11.304229,232.76517
20200503T2100,7.8954163,226.84761
20200503T2200,4.8965297,216.02737
20200503T2300,2.7416782,203.1986
