"","timestamp","Zotola.Wind.Speed..80.m.","Zotola.Wind.Direction..80.m."
"388",2020-04-26 03:00:00,6.12,118.07248
"389",2020-04-26 04:00:00,9,89.99999
"390",2020-04-26 05:00:00,7.072878,75.25644
"391",2020-04-26 06:00:00,3.219938,26.565033
"393",2020-04-26 08:00:00,3.4152596,18.434952
"394",2020-04-26 09:00:00,7.2,360
"395",2020-04-26 10:00:00,10.390226,14.03624
"396",2020-04-26 11:00:00,14.81259,25.942291
"397",2020-04-26 12:00:00,14.336861,38.88449
"398",2020-04-26 13:00:00,15.484185,35.53766
"399",2020-04-26 14:00:00,14.689588,36.027374
"400",2020-04-26 15:00:00,17.566378,44.169678
"401",2020-04-26 16:00:00,17.31746,46.684677
"402",2020-04-26 17:00:00,18.584509,45.784805
"403",2020-04-26 18:00:00,17.10284,49.267868
"404",2020-04-26 19:00:00,15.696165,53.392914
"417",2020-04-27 08:00:00,2.9024127,187.12502
"418",2020-04-27 09:00:00,0.5091169,225
"419",2020-04-27 10:00:00,0.8049845,26.565033
"420",2020-04-27 11:00:00,2.2768397,18.434952
"421",2020-04-27 12:00:00,4.896529,17.102722
"422",2020-04-27 13:00:00,9.793059,36.027374
"423",2020-04-27 14:00:00,15.807239,59.93141
"424",2020-04-27 15:00:00,20.858265,68.7495
"425",2020-04-27 16:00:00,22.870626,61.821404
"426",2020-04-27 17:00:00,24.95452,63.43495
"427",2020-04-27 18:00:00,23.73271,67.71442
"428",2020-04-27 19:00:00,21.9718,71.861916
"429",2020-04-27 20:00:00,12.55879,62.70043
"430",2020-04-27 21:00:00,6.849467,86.98721
"431",2020-04-27 22:00:00,2.1897945,80.537674
"432",2020-04-27 23:00:00,2.3051248,231.3402
"433",2020-04-28 00:00:00,5.495161,238.3925
"434",2020-04-28 01:00:00,6.12,241.92752
"435",2020-04-28 02:00:00,4.5820518,225
"436",2020-04-28 03:00:00,5.4477882,172.40535
"437",2020-04-28 04:00:00,9.021574,151.38954
"438",2020-04-28 05:00:00,11.113451,155.09523
"439",2020-04-28 06:00:00,10.041354,165.46555
