"","timestamp","Zapotitl√.n.Wind.Speed..80.m.","Zapotitl√.n.Wind.Direction..80.m."
"525",2020-05-01 20:00:00,10.028439,68.96249
"526",2020-05-01 21:00:00,10.365251,69.67686
"527",2020-05-01 22:00:00,10.661107,78.31063
"528",2020-05-01 23:00:00,9,73.73979
"529",2020-05-02 00:00:00,3.8268526,48.81407
"530",2020-05-02 01:00:00,3.0547013,315
"531",2020-05-02 02:00:00,4.5536795,288.43497
"532",2020-05-02 03:00:00,6.0347,287.35403
"533",2020-05-02 04:00:00,6.763786,295.2011
"534",2020-05-02 05:00:00,6.9527545,291.2505
"535",2020-05-02 06:00:00,7.072878,284.74356
"536",2020-05-02 07:00:00,7.5942073,275.44034
"537",2020-05-02 08:00:00,5.00128,300.25644
"538",2020-05-02 09:00:00,5.0528407,355.91437
"539",2020-05-02 10:00:00,6.725354,15.524109
"540",2020-05-02 11:00:00,5.3999996,36.86989
"541",2020-05-02 12:00:00,3.7064266,29.05458
