location,Ojuelos de Jalisco,Ojuelos de Jalisco
20200507T0700,11.525623,75.52971
20200507T0800,6.792466,57.994614
20200507T0900,9.659814,63.43495
20200507T1000,11.298495,67.52056
20200507T1100,14.494192,75.61861
20200507T1200,16.75064,81.34746
20200507T1300,17.163355,80.3401
20200507T1400,17.163355,80.3401
20200507T1500,17.339897,85.23635
20200507T1600,16.56,89.99999
20200507T1700,17.015474,96.07246
20200507T1800,16.09969,100.30484
20200507T1900,15.281989,105.01836
20200507T2000,20.364674,98.1301
20200507T2100,20.966715,105.9454
20200507T2200,18.720001,112.61986
20200507T2300,16.375053,123.340706
20200508T0000,11.212135,132.39743
20200508T0100,8.161764,131.42366
20200508T0200,6.8777895,132.8789
20200508T0300,5.3517847,137.72632
20200508T0400,5.634891,153.43495
20200508T0500,6.162207,173.29016
20200508T0600,6.4799995,180.0
20200508T0700,7.172949,197.52557
20200508T0800,11.923557,241.11342
20200508T0900,17.208603,254.21925
20200508T1000,22.33161,268.1524
20200508T1100,23.587555,285.9454
20200508T1200,19.67195,304.56253
20200508T1300,17.377226,320.04248
20200508T1400,14.8257065,330.94543
20200508T1500,14.578888,339.77515
20200508T1600,14.494192,345.61862
20200508T1700,15.815435,348.17853
20200508T1800,14.917212,351.67438
20200508T1900,11.609651,352.875
20200508T2000,2.52,89.99999
20200508T2100,4.6938257,302.4712
20200508T2200,6.4096174,321.84277
20200508T2300,6.9247384,332.10272
20200509T0000,7.289444,339.77515
20200509T0100,7.69592,349.2157
20200509T0200,8.311245,4.9697266
20200509T0300,7.8625183,15.945404
20200509T0400,7.491114,35.217575
20200509T0500,9.449572,49.635452
20200509T0600,12.24,61.927513
20200509T0700,13.661038,71.56504
20200509T0800,5.8603754,42.510437
20200509T0900,5.8048253,60.25511
20200509T1000,7.5942073,95.44032
20200509T1100,13.276144,102.52881
20200509T1200,9.504273,114.623566
20200509T1300,6.6087217,119.35774
20200509T1400,2.968636,104.03624
20200509T1500,1.1384199,18.434952
20200509T1600,1.835647,11.309921
20200509T1700,2.4149535,26.565033
20200509T1800,4.6102495,51.34018
20200509T1900,11.384199,71.56504
20200509T2000,15.379206,339.44397
20200509T2100,13.779114,19.85521
20200509T2200,19.483284,62.48799
20200509T2300,24.923338,79.17698
20200510T0000,18.359999,89.99999
20200510T0100,12.964998,91.59113
20200510T0200,10.805999,88.09084
20200510T0300,11.542478,86.42367
20200510T0400,11.659777,81.11935
20200510T0500,11.013882,78.69006
20200510T0600,7.289444,69.77513
20200510T0700,6.151683,69.443954
20200510T0800,4.510787,118.61046
20200510T0900,3.7585104,106.69924
20200510T1000,3.319036,102.52881
20200510T1100,2.16,89.99999
20200510T1200,2.5455842,44.999985
20200510T1300,4.829907,26.565033
20200510T1400,6.6087217,29.357742
20200510T1500,8.4963045,53.61563
20200510T1600,10.703569,70.346176
20200510T1700,14.934577,74.62374
20200510T1800,19.48661,78.27489
20200510T1900,29.301878,84.35944
20200510T2000,32.47192,86.18592
20200510T2100,35.010807,94.12759
20200510T2200,34.62369,98.97262
20200510T2300,32.491867,99.56668
20200511T0000,22.862125,97.236916
20200511T0100,15.484185,88.66778
20200511T0200,11.27553,73.30075
20200511T0300,10.829958,68.55225
20200511T0400,10.483357,74.054596
20200511T0500,8.905908,75.96376
20200511T0600,7.2805495,81.46923
20200511T0700,6.849467,86.98721
20200511T0800,7.42159,129.09386
20200511T0900,7.42159,129.09386
20200511T1000,6.1305785,139.76364
20200511T1100,5.315336,151.69923
20200511T1200,4.68,180.0
20200511T1300,4.2136917,199.98311
20200511T1400,4.3349743,228.36647
20200511T1500,3.8268526,228.81409
20200511T1600,3.5455887,203.9625
20200511T1700,3.0758414,159.44395
20200511T1800,6.6185193,112.380135
20200511T1900,14.764389,91.39717
20200511T2000,21.2522,91.94148
20200511T2100,21.9718,91.87788
20200511T2200,15.4800005,89.99999
20200511T2300,12.599999,89.99999
20200512T0000,9.36,89.99999
20200512T0100,9.007196,92.2906
20200512T0200,7.9932976,97.76516
20200512T0300,7.5170207,106.69924
20200512T0400,7.0911775,113.96249
20200512T0500,6.792466,122.00538
20200512T0600,7.127636,135.0
20200512T0700,6.989936,145.49147
20200512T0800,6.6087217,150.64224
20200512T0900,6.2145634,169.99202
20200512T1000,6.6185193,202.38013
20200512T1100,8.891343,238.24052
20200512T1200,11.631956,248.1986
20200512T1300,14.494192,255.61862
20200512T1400,15.226764,263.21103
20200512T1500,15.84409,271.30197
20200512T1600,16.09969,280.30487
20200512T1700,17.208603,285.78076
20200512T1800,18.0,286.2602
20200512T1900,16.171976,286.8214
20200512T2000,11.440979,294.14554
20200512T2100,4.8965297,306.02737
20200512T2200,1.08,270.0
20200512T2300,1.609969,206.56505
