"","timestamp","Corral.de.Barrancas.Wind.Speed..80.m.","Corral.de.Barrancas.Wind.Direction..80.m."
"507",2020-05-01 02:00:00,13.358861,104.03624
"508",2020-05-01 03:00:00,11.770403,113.42869
"509",2020-05-01 04:00:00,10.799999,126.869896
"510",2020-05-01 05:00:00,10.691453,135
"511",2020-05-01 06:00:00,11.480557,138.81407
"512",2020-05-01 07:00:00,11.592894,143.84181
"513",2020-05-01 08:00:00,5.991594,147.26477
"514",2020-05-01 09:00:00,7.145796,139.08562
"515",2020-05-01 10:00:00,7.9932966,144.16235
"516",2020-05-01 11:00:00,9,143.1301
"517",2020-05-01 12:00:00,9,143.1301
"518",2020-05-01 13:00:00,7.42159,140.90614
"519",2020-05-01 14:00:00,5.8048253,119.74488
"520",2020-05-01 15:00:00,7.072878,104.74355
"521",2020-05-01 16:00:00,8.209263,105.25512
"522",2020-05-01 17:00:00,10.703569,109.653824
"523",2020-05-01 18:00:00,14.182355,113.96249
"524",2020-05-01 19:00:00,19.319628,116.56505
"525",2020-05-01 20:00:00,17.811815,104.03624
"526",2020-05-01 21:00:00,18.430452,102.40742
"527",2020-05-01 22:00:00,14.440443,94.28915
"528",2020-05-01 23:00:00,15.124284,88.63607
"529",2020-05-02 00:00:00,14.799459,85.81509
"530",2020-05-02 01:00:00,14.4,89.99999
"531",2020-05-02 02:00:00,13.363711,94.63546
"532",2020-05-02 03:00:00,11.792404,102.33909
"533",2020-05-02 04:00:00,10.30883,114.77514
"534",2020-05-02 05:00:00,9.449572,130.36453
"535",2020-05-02 06:00:00,9.220499,141.34018
"536",2020-05-02 07:00:00,8.0899935,147.72435
"537",2020-05-02 08:00:00,3.563818,135
"538",2020-05-02 09:00:00,3.8268526,138.81407
"539",2020-05-02 10:00:00,4.3349743,131.63353
"540",2020-05-02 11:00:00,4.8433046,131.98721
