"","timestamp","Bimbaletes.Aguascalientes..El.Ã.lamo..Wind.Speed..80.m.","Bimbaletes.Aguascalientes..El.Ã.lamo..Wind.Direction..80.m."
"497",2020-04-30 16:00:00,6.725354,74.47588
"498",2020-04-30 17:00:00,10.630672,61.699234
"499",2020-04-30 18:00:00,15.2947035,63.43495
"500",2020-04-30 19:00:00,21.749481,65.55604
"501",2020-04-30 20:00:00,19.45333,87.8789
"502",2020-04-30 21:00:00,15.328561,99.46232
"503",2020-04-30 22:00:00,17.25373,113.35556
"504",2020-04-30 23:00:00,19.694992,120.78415
"505",2020-05-01 00:00:00,21.178896,121.79891
"506",2020-05-01 01:00:00,22.38378,117.80146
"507",2020-05-01 02:00:00,22.406927,113.68208
"508",2020-05-01 03:00:00,18.792551,110.17065
"509",2020-05-01 04:00:00,12.413476,106.8584
"510",2020-05-01 05:00:00,9.0645685,96.84277
"511",2020-05-01 06:00:00,8.287822,87.510445
"512",2020-05-01 07:00:00,8.12197,77.19573
"513",2020-05-01 08:00:00,1.9386592,158.1986
"514",2020-05-01 09:00:00,2.9024127,150.25511
"515",2020-05-01 10:00:00,1.835647,168.69006
"516",2020-05-01 11:00:00,1.08,270
"517",2020-05-01 12:00:00,3.0758414,339.44397
"518",2020-05-01 13:00:00,7.2,360
"519",2020-05-01 14:00:00,8.350138,7.431381
"520",2020-05-01 15:00:00,8.12197,12.804245
"521",2020-05-01 16:00:00,7.342588,11.309921
"522",2020-05-01 17:00:00,6.379216,16.389526
"523",2020-05-01 18:00:00,5.692099,34.69516
"524",2020-05-01 19:00:00,5.3999996,36.86989
"525",2020-05-01 20:00:00,19.576189,57.77124
"526",2020-05-01 21:00:00,22.101183,77.77487
"527",2020-05-01 22:00:00,26.368616,94.69868
"528",2020-05-01 23:00:00,30.173496,107.35402
"529",2020-05-02 00:00:00,31.581665,114.22774
"530",2020-05-02 01:00:00,31.259941,118.92642
"531",2020-05-02 02:00:00,26.61323,120.03328
"532",2020-05-02 03:00:00,17.673029,123.36636
"533",2020-05-02 04:00:00,11.885453,125.13419
