"","timestamp","Sierra.Tomóchic.Wind.Speed..80.m.","Sierra.Tomóchic.Wind.Direction..80.m."
"351",2020-04-26 14:00:00,10.365251,200.32314
"352",2020-04-26 15:00:00,11.246759,230.19443
"353",2020-04-26 16:00:00,12.904882,247.01129
"354",2020-04-26 17:00:00,17.106628,261.52887
"355",2020-04-26 18:00:00,23.042812,270.89517
"356",2020-04-26 19:00:00,34.417206,285.78076
"357",2020-04-26 20:00:00,28.483257,286.14435
"358",2020-04-26 21:00:00,24.569832,280.98065
"359",2020-04-26 22:00:00,21.791153,277.59464
"360",2020-04-26 23:00:00,18.03237,273.43362
"361",2020-04-27 00:00:00,14.471821,264.28943
"362",2020-04-27 01:00:00,11.043261,250.9744
"363",2020-04-27 02:00:00,10.086427,235.1755
"364",2020-04-27 03:00:00,8.654987,225
"365",2020-04-27 04:00:00,7.386582,226.97495
"366",2020-04-27 05:00:00,6.1305785,229.76364
"367",2020-04-27 06:00:00,5.3999996,233.1301
"368",2020-04-27 07:00:00,4.198285,239.03624
"369",2020-04-27 08:00:00,3.7064266,240.9454
"370",2020-04-27 09:00:00,2.52,270
"371",2020-04-27 10:00:00,6.130579,273.36646
"372",2020-04-27 11:00:00,10.308831,257.90524
"373",2020-04-27 12:00:00,13.779114,250.14479
"374",2020-04-27 13:00:00,16.965895,252.7185
"375",2020-04-27 14:00:00,20.008356,261.72412
"376",2020-04-27 15:00:00,22.7057,267.27368
"377",2020-04-27 16:00:00,26.28,270
"378",2020-04-27 17:00:00,28.100763,272.2026
"379",2020-04-27 18:00:00,30.676142,274.03772
"380",2020-04-27 19:00:00,31.845251,275.8395
"381",2020-04-27 20:00:00,30.453527,276.78897
"382",2020-04-27 21:00:00,28.943642,275.7106
"383",2020-04-27 22:00:00,27.908709,276.66666
"384",2020-04-27 23:00:00,24.993439,281.63364
"385",2020-04-26 00:00:00,8.427383,340.0169
"386",2020-04-26 01:00:00,7.2359104,354.28943
"387",2020-04-26 02:00:00,7.072878,14.743561
"388",2020-04-26 03:00:00,6.9153743,38.659805
"389",2020-04-26 04:00:00,7.729527,62.241455
"390",2020-04-26 05:00:00,8.473393,77.73522
"392",2020-04-26 07:00:00,11.090103,103.13402
"393",2020-04-26 08:00:00,11.27553,106.69924
"394",2020-04-26 09:00:00,10.966713,113.19859
"395",2020-04-26 10:00:00,14.84318,129.09386
"396",2020-04-26 11:00:00,16.641972,141.14662
"397",2020-04-26 12:00:00,14.973577,152.8189
"398",2020-04-26 13:00:00,12.24,180
"399",2020-04-26 14:00:00,12.031756,218.92755
"400",2020-04-26 15:00:00,14.182355,246.0375
"401",2020-04-26 16:00:00,16.87398,258.9298
"402",2020-04-26 17:00:00,21.24,270
"403",2020-04-26 18:00:00,26.525429,277.8002
"416",2020-04-27 07:00:00,5.8603754,222.51045
"417",2020-04-27 08:00:00,5.1165614,219.28941
"418",2020-04-27 09:00:00,4.3349743,265.23636
"419",2020-04-27 10:00:00,7.928178,267.39746
"420",2020-04-27 11:00:00,10.538843,262.14667
"421",2020-04-27 12:00:00,12.7279215,261.8699
"422",2020-04-27 13:00:00,14.471821,264.28943
"423",2020-04-27 14:00:00,17.64,270
"424",2020-04-27 15:00:00,20.598795,275.01312
"425",2020-04-27 16:00:00,25.153671,279.0579
"426",2020-04-27 17:00:00,27.887802,281.1649
"427",2020-04-27 18:00:00,31.003918,282.7453
"428",2020-04-27 19:00:00,33.973778,285.36163
"429",2020-04-27 20:00:00,28.73242,285.25513
"430",2020-04-27 21:00:00,24.826952,286.8584
"431",2020-04-27 22:00:00,22.086521,289.0256
"432",2020-04-27 23:00:00,21.129885,293.0704
"433",2020-04-28 00:00:00,20.799152,293.45905
"434",2020-04-28 01:00:00,14.917212,289.74683
"435",2020-04-28 02:00:00,10.948973,279.46234
"436",2020-04-28 03:00:00,7.9526596,264.80557
"437",2020-04-28 04:00:00,6.9527545,248.7495
"438",2020-04-28 05:00:00,6.193674,234.46233
"439",2020-04-28 06:00:00,5.6002855,225
"440",2020-04-28 07:00:00,5.00128,239.74356
"441",2020-04-28 08:00:00,3.0758414,249.44395
"442",2020-04-28 09:00:00,4.379589,279.46234
"443",2020-04-28 10:00:00,7.771331,283.39252
"444",2020-04-28 11:00:00,9.793058,287.10272
"445",2020-04-28 12:00:00,11.503113,290.1363
"446",2020-04-28 13:00:00,13.37825,293.80597
"447",2020-04-28 14:00:00,16.09969,296.56506
"448",2020-04-28 15:00:00,18.35647,295.55997
"449",2020-04-28 16:00:00,20.929594,296.56506
"450",2020-04-28 17:00:00,23.023117,296.9657
"451",2020-04-28 18:00:00,25.11758,297.29956
"452",2020-04-28 19:00:00,27.047956,296.9061
"453",2020-04-28 20:00:00,25.14852,293.6294
"454",2020-04-28 21:00:00,22.553934,294.51965
"455",2020-04-28 22:00:00,19.319628,296.56506
"456",2020-04-28 23:00:00,13.049689,294.44397
"457",2020-04-29 00:00:00,10.041354,284.53445
"458",2020-04-29 01:00:00,8.350138,277.4314
"459",2020-04-29 02:00:00,7.208994,272.8624
"460",2020-04-29 03:00:00,6.12,270
"461",2020-04-29 04:00:00,5.4119864,273.8141
"462",2020-04-29 05:00:00,5.0528407,274.08563
"463",2020-04-29 06:00:00,4.0249224,280.30487
"464",2020-04-29 07:00:00,4.39436,325.008
"465",2020-04-29 08:00:00,2.5959969,326.30994
"466",2020-04-29 09:00:00,2.5455842,351.8699
"467",2020-04-29 10:00:00,5.991594,32.735214
"468",2020-04-29 11:00:00,10.144082,62.52556
"469",2020-04-29 12:00:00,8.825508,78.231705
"470",2020-04-29 13:00:00,6.5693827,80.537674
"471",2020-04-29 14:00:00,6.0347,72.64597
"472",2020-04-29 15:00:00,5.315336,61.699234
"473",2020-04-29 16:00:00,6.4096174,51.842773
"474",2020-04-29 17:00:00,7.42159,50.906143
"475",2020-04-29 18:00:00,9.693296,58.671295
"476",2020-04-29 19:00:00,7.5942082,58.570435
"477",2020-04-29 20:00:00,10.829959,74.577835
"478",2020-04-29 21:00:00,12.24,89.99999
"479",2020-04-29 22:00:00,16.595179,102.52881
"480",2020-04-29 23:00:00,20.948164,109.05771
"481",2020-04-30 00:00:00,21.734581,116.56505
"482",2020-04-30 01:00:00,19.272614,122.79953
"483",2020-04-30 02:00:00,19.469976,123.69006
"484",2020-04-30 03:00:00,16.92383,128.08878
"485",2020-04-30 04:00:00,15.124284,128.23383
"486",2020-04-30 05:00:00,12.979984,123.69006
"487",2020-04-30 06:00:00,11.269782,116.56505
"488",2020-04-30 07:00:00,10.587918,125.31121
"489",2020-04-30 08:00:00,6.28713,103.24051
"490",2020-04-30 09:00:00,7.771331,103.392494
"491",2020-04-30 10:00:00,8.217153,118.81079
"492",2020-04-30 11:00:00,7.6367526,135
"493",2020-04-30 12:00:00,2.968636,165.96376
"494",2020-04-30 13:00:00,2.968636,284.03625
"495",2020-04-30 14:00:00,5.634891,296.56506
"496",2020-04-30 15:00:00,7.42159,292.83368
"497",2020-04-30 16:00:00,9.028754,293.49857
"498",2020-04-30 17:00:00,10.495713,292.16635
"499",2020-04-30 18:00:00,14.578888,290.22485
"500",2020-04-30 19:00:00,25.20257,270.81845
"501",2020-04-30 20:00:00,26.476522,281.7683
"502",2020-04-30 21:00:00,26.980793,288.6767
"503",2020-04-30 22:00:00,28.66468,295.2777
"504",2020-04-30 23:00:00,24.162947,298.4742
"505",2020-05-01 00:00:00,14.039999,292.61987
"506",2020-05-01 01:00:00,8.287822,272.48956
"507",2020-05-01 02:00:00,6.489992,250.55997
"508",2020-05-01 03:00:00,5.3999996,233.1301
"509",2020-05-01 04:00:00,4.5820518,225
"510",2020-05-01 05:00:00,3.563818,225
"511",2020-05-01 06:00:00,3.319036,229.39871
"512",2020-05-01 07:00:00,4.0249224,243.43495
"513",2020-05-01 08:00:00,2.0364676,225
"514",2020-05-01 09:00:00,2.2768397,251.56506
"515",2020-05-01 10:00:00,3.7064266,240.9454
"516",2020-05-01 11:00:00,7.145796,220.91438
"517",2020-05-01 12:00:00,10.233123,230.7106
"518",2020-05-01 13:00:00,12.10157,239.62088
"519",2020-05-01 14:00:00,14.24163,249.27444
"520",2020-05-01 15:00:00,15.281989,254.98164
"521",2020-05-01 16:00:00,18.486622,263.29016
"522",2020-05-01 17:00:00,21.602999,270.95483
"523",2020-05-01 18:00:00,24.648829,276.70984
"524",2020-05-01 19:00:00,8.089993,290.85446
"525",2020-05-01 20:00:00,11.440979,294.14554
"526",2020-05-01 21:00:00,15.175612,292.3062
"527",2020-05-01 22:00:00,14.578888,290.22485
"528",2020-05-01 23:00:00,10.931203,287.24146
"529",2020-05-02 00:00:00,8.669949,274.76364
"530",2020-05-02 01:00:00,7.208994,267.1376
"531",2020-05-02 02:00:00,6.9899354,258.11133
"532",2020-05-02 03:00:00,6.28713,256.7595
"533",2020-05-02 04:00:00,5.5887027,255.06857
"534",2020-05-02 05:00:00,5.154415,245.22485
"535",2020-05-02 06:00:00,4.8965297,233.97263
"536",2020-05-02 07:00:00,3.8773184,201.8014
"537",2020-05-02 08:00:00,2.16,180
"538",2020-05-02 09:00:00,2.2768397,198.43495
"539",2020-05-02 10:00:00,6.28713,203.62938
"540",2020-05-02 11:00:00,11.435313,208.17859
"541",2020-05-02 12:00:00,14.264361,227.04541
"542",2020-05-02 13:00:00,16.923828,240.70865
"543",2020-05-02 14:00:00,19.386593,248.1986
"544",2020-05-02 15:00:00,20.724247,252.8241
