location,‘Izbat Qināwī,‘Izbat Qināwī
20200511T0000,12.72283,25.114822
20200511T0100,11.525623,38.659805
20200511T0200,9.726664,51.009003
20200511T0300,8.766573,70.820984
20200511T0400,7.8954163,65.772255
20200511T0500,7.24486,63.43495
20200511T0600,8.654986,73.07248
20200511T0700,5.4119864,93.81408
20200511T0800,7.5170207,73.30075
20200511T0900,6.6087217,60.64225
20200511T1000,6.638072,49.398697
20200511T1100,6.489992,19.440033
20200511T1200,10.1376915,353.88452
20200511T1300,17.227419,349.1597
20200511T1400,22.725668,356.36707
20200511T1500,24.842607,359.16968
20200511T1600,25.2924,4.8990936
20200511T1700,23.157824,11.6592865
20200511T1800,21.659918,15.422165
20200511T1900,23.110205,18.15271
20200511T2000,26.081993,26.211365
20200511T2100,27.162708,34.74318
20200511T2200,26.758923,42.27368
20200511T2300,24.967497,47.337296
20200512T0000,23.617756,52.431404
20200512T0100,22.366402,56.82148
20200512T0200,21.434364,60.851913
20200512T0300,21.575987,64.29004
20200512T0400,21.461555,67.3062
20200512T0500,21.194187,69.102234
20200512T0600,20.730501,69.67686
20200512T0700,10.137692,73.495636
20200512T0800,14.24163,69.274445
20200512T0900,14.658676,65.323135
20200512T1000,15.0038395,59.74356
20200512T1100,15.815435,48.69139
20200512T1200,17.208603,37.349335
20200512T1300,19.969458,27.950958
20200512T1400,23.933907,21.161255
20200512T1500,27.811018,21.250488
20200512T1600,30.018473,22.567001
20200512T1700,30.018473,22.567001
20200512T1800,28.277763,21.66594
20200512T1900,28.019936,20.297562
20200512T2000,26.944744,22.796524
20200512T2100,26.886963,26.221954
20200512T2200,26.178707,31.504257
20200512T2300,25.133053,38.018936
